"","Year","State","Population","GDP","Coal","Petroleum","Natural Gas","Wood and Wood Derived Fuels","Nuclear","Solar Thermal and Photovoltaic","Wind","Geothermal","Hydroelectric Conventional","Other Biomass","Other Gases","Other","Pumped Storage","Total"
"242","1994","NV",1456388,45173,15324714,167680,5629626,0,0,0,0,1494930,1875889,0,0,24888,0,24517727
"243","1994","NY",18156652,555322,23290656,12030378,32229929,603488,29231434,0,0,0,27791257,1904068,94206,0,-1145844,126029572
"244","1994","OH",11111451,281925,119169558,424488,371591,480825,10952247,0,0,0,191771,28830,144300,0,0,131763610
"245","1994","OK",3246119,68251,30500847,42621,16708882,271391,0,0,0,0,2514648,0,70396,0,-50013,50058772
"246","1994","OR",3087142,75393,3833470,7296,2835884,447934,0,0,0,0,31220298,95930,0,0,0,38440812
"247","1994","PA",12042545,296602,101867590,5824309,4079764,710523,67206815,0,0,0,2749785,1428098,972163,82723,-843069,184078701
"248","1994","RI",993412,24354,0,85347,4560679,0,0,0,0,0,9349,75683,1862,0,0,4732920
"249","1994","SC",3666456,82062,27741115,240744,363700,1639098,44466176,0,0,0,3034952,55431,17368,4794,-620856,76942522
"250","1994","SD",723038,17330,2833332,20731,8437,0,0,0,0,0,5128760,0,0,0,0,7991260
"251","1994","TN",5163016,129895,53708548,312128,304278,461509,11932352,0,0,0,12027959,66458,3030,111676,-592981,78334957
"252","1994","TX",18338319,475990,125145657,1959891,144440568,1190218,28745474,293,0,0,1530436,388273,3539454,239260,0,307179524
"253","1994","US-TOTAL",260327021,6912844,1690693864,105900983,460218682,37937364,640439832,486622,3447109,15535453,260125733,19128595,13319051,3666925,-3377825,3247522388
"254","1994","UT",1930436,42591,33130664,33100,807259,0,0,0,0,194804,750438,0,280569,0,0,35196834
"255","1994","VA",6536771,177057,26590655,2890191,4681139,1395608,25428856,11,0,0,1146116,655292,0,3291,-742235,62048924
"256","1994","VT",578900,13689,0,6354,5806,250673,4315544,0,0,0,1038653,0,0,0,0,5617030
"257","1994","WA",5334896,150805,9831332,45419,4820582,1018660,6739749,0,0,0,65575487,224804,299161,31282,0,88586476
"258","1994","WI",5095504,129437,36479019,429663,604655,892496,11516469,0,0,0,2228309,208344,0,0,0,52358955
"259","1994","WV",1818490,34592,79628566,271890,170539,0,0,0,0,0,1145635,0,212708,204,0,81429542
"260","1994","WY",474982,14070,41574239,53571,400856,18440,0,0,0,0,897209,0,3224,54746,0,43002285
"261","1995","AK",601345,25449,528930,620564,3379573,111345,0,0,0,0,1372115,13589,0,0,0,6026116
"262","1995","AL",4262731,95819,69047634,201538,1533384,3798435,20752341,0,0,0,9501510,7497,347027,0,0,105189366
"263","1995","AR",2480121,54612,21555436,67654,3909350,1537482,11657549,0,0,0,3217714,23252,0,3651,0,41972088
"264","1995","AZ",4306908,109906,31951659,82557,2192947,90821,26984507,0,0,0,8288419,0,0,0,190029,69780939
"265","1995","CA",31493525,911577,2786844,2291128,72578893,2618487,30245936,496565,3086757,11450299,48033130,2757856,2594985,15796,2506665,181463341
"266","1995","CO",3738061,112708,30492682,11712,2856788,0,0,0,0,0,2131189,32910,0,0,91953,35617234
"267","1995","CT",3265293,123212,3857555,3579463,3019243,0,18748900,0,0,0,363803,1915839,79,0,-12414,31472468
"268","1995","DC",551273,47094,0,188862,0,0,0,0,0,0,0,0,0,0,0,188862
"269","1995","DE",718265,27721,4438974,1285195,3185559,0,0,0,0,0,0,0,113827,9282,0,9032837
"270","1995","FL",14185403,346951,65761841,22287501,42755150,2240076,28740617,0,0,0,230840,3339882,31478,2026987,0,167414372
"271","1995","GA",7188538,203397,66942360,849860,1459884,3163469,30660626,0,0,0,4196741,68194,0,0,537462,107878596
"272","1995","HI",1180490,37763,1561204,7678995,0,1145,0,0,20357,234521,97810,638525,69307,2119,0,10303983
"273","1995","IA",2840860,73137,29409704,65861,479889,278,3729970,0,117,0,1002974,64135,0,0,0,34752928
"274","1995","ID",1165000,27762,47527,564,167292,536621,0,0,0,0,10989334,12987,0,90280,0,11844605
"275","1995","IL",11884935,364451,64415830,922504,3974378,2202,78480848,0,0,0,123936,341327,396906,0,0,148657931
"276","1995","IN",5791819,150404,104688066,342621,1453563,0,0,0,0,0,467261,84340,2120995,0,0,109156846
"277","1995","KS",2586942,65282,25896959,75864,2374465,0,10062177,0,26,0,11214,0,0,0,0,38420705
"278","1995","KY",3855248,91915,82539467,130598,68035,4258,0,0,0,0,3423478,0,0,0,0,86165836
"279","1995","LA",4327978,112876,18989474,1486214,43217747,2543179,15685900,0,0,0,952144,102237,982181,600648,0,84559724
"280","1995","MA",6062335,196409,10698263,6151495,14235010,135628,4485845,0,0,0,868649,1885794,0,0,-806203,37654481
"281","1995","MD",5023650,139070,27595256,1479469,1548884,175144,12937971,0,0,0,1442006,501192,685721,0,0,46365643
"282","1995","ME",1237438,28153,540591,2032232,7219,3063525,197577,0,0,0,3353912,562705,5290,0,0,9763051
"283","1995","MI",9659871,256615,67200645,855254,11574854,1801843,24448397,0,0,0,1597186,681537,1430,15286,-731820,107444612
"284","1995","MN",4605445,135124,28063939,494826,1030407,469346,13243469,0,56997,0,1098125,713775,0,0,0,45170884
"285","1995","MO",5324610,140060,53860420,696261,1043440,0,8241833,0,0,0,1918507,25478,0,0,-64981,65720958
"286","1995","MS",2690788,54984,9324952,37780,9721170,1882791,8013321,0,0,0,0,847,0,0,0,28980861
"287","1995","MT",868522,17519,14934147,168054,48738,55844,0,0,0,0,10745853,0,8678,0,0,25961314
"288","1995","NC",7185403,193467,61484998,479618,771688,1646121,35910195,0,0,0,5520810,54779,0,259130,167317,106294656
"289","1995","ND",641548,14842,26423871,57691,-348,0,0,0,0,0,2457401,21959,43673,0,0,29004247
"290","1995","NE",1635142,45111,16104419,26679,245428,0,7485448,0,0,0,1426058,16268,0,0,0,25304300
"291","1995","NH",1145604,31876,3367488,1064756,201304,876257,8379376,0,0,0,1369890,175308,0,0,0,15434379
"292","1995","NJ",7965523,263468,7165980,1722288,18202521,0,16805517,0,0,0,10955,1221856,64073,0,-94532,45098658
"293","1995","NM",1682417,42146,26121447,27746,3408993,0,0,0,0,0,263920,9053,0,0,0,29831159
"294","1995","NV",1525777,49249,13971824,26553,6443753,0,0,0,0,1553696,1941534,0,0,26634,0,23963994
"295","1995","NY",18150928,582656,22288913,8268290,49056506,566103,26336172,0,0,0,25993197,1969440,96673,0,-1162013,133413281
"296","1995","OH",11155493,297538,120629428,330064,724821,498389,16768050,0,0,0,232221,21860,139069,0,0,139343902
"297","1995","OK",3265547,70859,32785062,98685,16715507,286198,0,0,0,0,2779920,1658,65000,0,-64663,52667367
"298","1995","OR",3141421,81554,1552491,5027,2353475,510495,0,0,0,0,40764465,79600,0,0,0,45265553
"299","1995","PA",12044780,312989,106334647,3647599,4926183,814856,66461535,0,0,0,2030207,1649492,781665,45280,-1240153,185451311
"300","1995","RI",989203,25550,0,77073,4322242,0,0,0,0,0,9169,79729,0,0,0,4488213
"301","1995","SC",3699943,87248,26337190,257440,689882,1579790,49173476,0,0,0,3457143,67368,9254,0,-657895,80913648
"302","1995","SD",728251,18054,2721295,17488,63139,0,0,0,0,0,6009871,0,0,0,0,8811793
"303","1995","TN",5241168,137061,59475004,257385,475095,574039,15708421,0,0,0,9628551,58704,11062,158063,-615489,85730835
"304","1995","TX",18679706,507725,124716948,1607795,146978708,1337392,36151325,253,0,0,1703348,74760,4276154,789563,0,317636246
"305","1995","US-TOTAL",262803276,7299372,1709426468,74554065,496057945,36521082,673402123,496821,3164253,13378258,310832748,20404971,13869951,4103808,-2725131,3353487362
"306","1995","UT",1976774,46746,30611063,35934,791212,0,0,0,0,139742,968743,0,260694,0,0,32807388
"307","1995","VA",6601392,186236,28497065,1600679,5431845,1400767,25134831,3,0,0,995026,698833,0,5366,-768394,62996021
"308","1995","VT",582827,13891,0,13484,6593,308819,3858509,0,0,0,972657,0,0,0,0,5160062
"309","1995","WA",5431024,155069,5902945,178915,4889604,1035788,6941878,0,0,0,82500153,197288,550836,179,0,102197586
"310","1995","WI",5137004,135311,38093434,385164,1008604,854146,10969606,0,0,0,2378472,233121,0,584,0,53923131
"311","1995","WV",1820560,36149,78714219,212778,212874,0,0,0,0,0,1192679,0,204663,214,0,80537427
"312","1995","WY",478447,14608,38996375,70305,322450,0,0,0,0,0,798503,0,9230,54746,0,40251609
"313","1996","AK",604918,26737,428736,770676,3548718,102914,0,0,0,0,1265863,11985,0,0,0,6128892
"314","1996","AL",4290403,100146,74091485,315378,1884239,4078011,29707535,0,0,0,11081921,7286,307056,0,0,121472911
"315","1996","AR",2504858,57976,24388417,113957,3793734,1562697,13356671,0,0,0,2796966,21121,0,0,0,46033563
"316","1996","AZ",4432308,119530,31032541,69810,2156382,76745,28839587,0,0,0,9214356,0,0,0,265397,71654818
"317","1996","CA",31780829,964186,2528786,2832968,64414179,2938298,34096860,520945,3078924,12340104,44751343,2321158,3216924,28279,2194436,175263204
"318","1996","CO",3812716,121081,32186181,18155,3199664,0,0,0,0,0,1820368,33084,0,0,-120092,37137360
"319","1996","CT",3267030,129111,3942334,5395345,1949243,0,6225233,0,0,0,625923,2072869,64,0,387,20211398
"320","1996","DC",538273,47823,0,109809,0,0,0,0,0,0,0,0,0,0,0,109809
"321","1996","DE",727090,29156,4410764,1569077,2716813,0,0,0,0,0,0,0,157795,0,0,8854449
"322","1996","FL",14426911,370912,70856789,23384513,39234685,2417688,25470291,0,0,0,215560,3431163,29306,2044941,0,167084936
"323","1996","GA",7332225,219989,64235966,1025888,1018978,3023251,29925001,0,0,0,4678960,101771,124,0,310102,104320041
"324","1996","HI",1184434,38125,1643103,7963117,0,999,0,0,22528,241985,104032,591765,60365,0,0,10627894
"325","1996","IA",2848473,78819,29342950,67405,349467,961,3923631,0,108,0,935333,68760,0,0,0,34688615
"326","1996","ID",1187706,28915,30062,1284,167850,508077,0,0,0,0,13283248,3683,0,95604,0,14089808
"327","1996","IL",11953003,383504,73348075,829763,2813768,2571,69774356,0,0,0,105589,459414,399493,0,0,147733029
"328","1996","IN",5834908,158350,105449025,601030,1246175,0,0,0,0,0,448364,104146,2053362,0,0,109902102
"329","1996","KS",2598266,69616,29742722,159494,1824103,0,8204868,0,0,0,10969,0,0,0,0,39942156
"330","1996","KY",3881051,96617,84659818,135437,145980,9272,0,0,0,0,3496989,0,0,0,0,88447496
"331","1996","LA",4338763,118807,18701034,1703448,36564775,2807723,15764823,0,0,0,963924,96039,844588,293542,0,77739896
"332","1996","MA",6085393,210630,11580771,6516883,11929508,137882,5324341,0,0,0,1188625,1933966,0,11,-657967,37954020
"333","1996","MD",5057142,145023,27992005,1472027,987627,167554,12092768,0,0,0,2457463,565838,539335,0,0,46274617
"334","1996","ME",1241436,29256,509522,1660854,3230,2974365,5062017,0,0,0,4157394,561449,5541,1,0,14934373
"335","1996","MI",9739184,270320,67872152,832749,13014616,1845188,26829363,0,0,0,1783531,907548,238416,15082,-820336,112518309
"336","1996","MN",4647723,145880,28422604,651744,786670,437562,12095122,0,49938,0,1187114,697685,0,0,0,44328439
"337","1996","MO",5367888,148257,57418252,111207,428165,0,8890377,0,0,0,1313738,35814,0,0,-75025,68122528
"338","1996","MS",2709925,57460,12058895,1194929,7175205,1621741,9224593,0,0,0,0,1919,0,0,0,31277282
"339","1996","MT",876656,18119,12462506,444948,55249,52725,0,0,0,0,13794931,0,27066,0,0,26837425
"340","1996","NC",7307658,203815,69331348,547831,470138,1532342,33718182,0,0,0,5952177,55907,0,249410,340406,112197741
"341","1996","ND",642858,16491,27603396,102021,351,0,0,0,0,0,3150873,7879,43970,0,0,30908490
"342","1996","NE",1647657,49007,16067002,19973,193867,0,9456814,0,0,0,1601919,11534,0,0,0,27351109
"343","1996","NH",1160768,34561,3309695,895744,2099,910765,9844744,0,0,0,1919205,181397,0,0,0,17063649
"344","1996","NJ",8009624,278191,7831694,1241111,16534483,0,11027886,0,0,0,19033,1013235,163374,0,-114233,37716583
"345","1996","NM",1706151,44532,26357179,27397,3555341,0,0,0,0,0,211499,9874,0,0,0,30161290
"346","1996","NV",1596476,54419,14656868,95980,7083256,0,0,0,0,1554683,2164467,0,0,25154,0,25580408
"347","1996","NY",18143805,620153,22671789,9716598,37449378,613222,35225806,0,0,0,28951250,2144488,105707,0,-1145989,135732249
"348","1996","OH",11187032,311120,128640943,303872,410269,583042,13919390,0,0,0,397354,5829,176515,0,0,144437214
"349","1996","OK",3289634,76316,34654531,140206,14671686,242805,0,0,0,0,2157775,1788,60423,0,-79594,51849620
"350","1996","OR",3195087,93306,1745174,7957,3810727,477944,0,0,0,0,44906458,63514,0,0,0,51011774
"351","1996","PA",12038008,325001,111199706,3591002,3093102,676321,68672038,0,0,0,3012078,1749213,748213,53468,-922518,191872623
"352","1996","RI",987858,26454,0,137563,7477865,0,0,0,0,0,10367,94241,0,0,0,7720036
"353","1996","SC",3738974,90755,30863316,279207,196326,1472719,43571032,0,0,0,3041064,77834,18533,3503,-754982,78768552
"354","1996","SD",730699,19419,2029901,8975,49728,0,0,0,0,0,7977670,0,0,0,0,10066274
"355","1996","TN",5313576,143163,57179604,260081,250002,517587,22924239,0,0,0,11466983,60037,14829,127473,-678467,92122368
"356","1996","TX",19006240,551513,135849108,1911860,148033016,1281631,35766550,260,82572,0,959842,82732,4408854,572508,0,328948933
"357","1996","US-TOTAL",265228572,7749965,1795195593,81411225,455055576,36800310,674728546,521205,3234069,14328684,347162063,20911336,14355813,3571279,-3088078,3444187621
"358","1996","UT",2022253,52016,31100841,47420,323914,0,0,0,0,191912,1048957,0,238817,0,0,32951861
"359","1996","VA",6665491,197756,32481847,1275247,3932747,1419047,26286283,0,0,0,1428502,900988,69,0,-829603,66895127
"360","1996","VT",586352,14672,0,3757,97,316091,3798790,0,0,0,1231384,0,0,0,0,5350119
"361","1996","WA",5509963,166540,8067127,187236,4707267,1121105,5588000,0,0,0,98517855,167369,300221,1952,0,118658132
"362","1996","WI",5173828,143444,39269804,363767,841862,869469,10121355,0,0,0,2696014,255021,0,445,0,54417737
"363","1996","WV",1818983,37224,85219006,231610,181099,0,0,0,0,0,1425035,0,187422,216,0,87244388
"364","1996","WY",480085,15752,39730220,62921,377937,0,0,0,0,0,1231797,0,9430,59691,0,41471996
"365","1997","AK",608846,27581,442702,857889,3707734,42166,0,0,0,0,1098953,5403,0,0,0,6154847
"366","1997","AL",4320281,104805,72103318,237415,2109618,3320815,29572670,0,0,0,11520637,23593,283878,370388,0,119542332
"367","1997","AR",2524007,60333,22810370,73903,2998984,1575404,14208157,0,0,0,3515704,10813,265,0,0,45193600
"368","1997","AZ",4552207,129279,34478848,65681,2483810,81170,29314200,0,0,0,12049393,0,0,0,352098,78825200
"369","1997","CA",32217708,1037091,2331970,2092192,71002064,3099512,30512118,510956,3136878,12716193,41054546,2321305,2984277,21680,1013904,172797595
"370","1997","CO",3891293,133204,32253020,15485,3272172,0,0,0,0,0,2031811,32558,0,0,37515,37642561
"371","1997","CT",3268514,140280,4159144,8508709,2595364,0,-124722,0,0,0,446695,2096499,51,0,-7442,17674298
"372","1997","DC",528752,49702,0,70661,0,0,0,0,0,0,0,0,0,0,0,70661
"373","1997","DE",735024,31450,4000584,1215501,1828758,0,0,0,0,0,0,0,177792,0,0,7222635
"374","1997","FL",14683350,393074,70934505,26159721,39875684,2647195,22967743,0,0,0,241280,3305830,56209,2058826,0,168246993
"375","1997","GA",7486094,235200,67175571,931168,1216108,3353734,30414494,0,0,0,4279689,61481,0,4194,189519,107625958
"376","1997","HI",1189322,39064,1574731,7689140,0,433,0,0,16031,245390,115330,605809,65383,0,0,10312247
"377","1997","IA",2854396,83113,29833225,90192,437691,940,4149111,0,118,0,804944,102719,0,0,0,35418940
"378","1997","ID",1210638,30312,27462,11746,312988,461971,0,0,0,0,14675627,9266,0,89950,0,15589010
"379","1997","IL",12011509,408048,78121267,527922,4282604,40324,51068818,0,0,0,97174,641541,361119,0,0,135140769
"380","1997","IN",5872370,167366,110051663,763147,1233101,0,0,0,0,0,561593,124056,1995347,0,0,114728907
"381","1997","KS",2616339,74147,27235875,110763,2126511,0,8430455,0,0,0,13881,0,0,0,0,37917485
"382","1997","KY",3907816,103621,87875331,125625,176857,14049,0,0,0,0,3380233,0,0,0,0,91572095
"383","1997","LA",4351390,126003,21007121,2286144,40576562,3034346,13511008,0,0,0,1035961,104424,1088279,177798,0,82821643
"384","1997","MA",6115476,226880,12526456,11812417,13626170,134716,4310431,0,0,0,1031687,2011629,0,0,-488178,44965328
"385","1997","MD",5092914,154783,27620925,1565010,1412585,155906,13212967,0,0,0,1588375,587592,564036,0,0,46707396
"386","1997","ME",1245215,30775,612223,2485207,3446,3041564,0,0,0,0,3647931,537962,5073,0,0,10333406
"387","1997","MI",9785450,286408,67444850,757653,13388312,1727344,21913808,0,0,0,1712464,941632,959,18122,-934385,106970759
"388","1997","MN",4687726,156650,28601705,837387,772764,389065,10819172,0,53954,0,1034697,731551,0,0,0,43240295
"389","1997","MO",5407113,158308,60150280,139522,598410,0,8954604,0,0,0,1593309,53044,0,0,-114984,71374185
"390","1997","MS",2731826,59875,12546534,2644220,6054127,1620527,10812562,0,0,0,0,982,0,0,0,33678952
"391","1997","MT",878706,18932,14616020,436632,48610,48329,0,0,0,0,13406494,0,30861,0,0,28586946
"392","1997","NC",7428672,221259,74072041,496509,699936,1578818,32453074,0,0,0,5625884,78571,0,236051,253805,115494689
"393","1997","ND",640945,16501,26389952,94227,391,0,0,0,0,0,3319577,4139,44317,0,0,29852603
"394","1997","NE",1656042,50308,17248637,31059,211301,0,9268857,0,0,0,1672419,16994,0,0,0,28449267
"395","1997","NH",1173239,36935,4077225,1069822,46894,892439,7979448,0,0,0,1621591,192804,0,0,0,15880223
"396","1997","NJ",8054178,292671,8898206,768045,16987930,0,13908074,0,0,0,18371,1173176,131982,0,-129523,41756261
"397","1997","NM",1722939,48683,27078660,22998,4095677,0,0,0,0,0,258810,6212,0,0,0,31462357
"398","1997","NV",1675581,59467,15250606,31945,7557814,0,0,0,0,1596001,2586974,0,0,8182,0,27031522
"399","1997","NY",18143184,664679,24058794,8588376,46280916,594430,29569618,0,0,0,30617995,2107261,107411,0,-1093153,140831648
"400","1997","OH",11212498,332476,125435419,293908,468934,584928,15330830,0,0,0,507368,94,189767,0,0,142811248
"401","1997","OK",3314259,81106,36032829,26792,13682329,229312,0,0,0,0,2921206,1827,66790,0,-97108,52863977
"402","1997","OR",3243254,100363,1519667,13377,3597469,488070,0,0,0,0,46703700,90571,0,0,0,52412854
"403","1997","PA",12015888,342662,115504502,2705109,2654904,747596,67654588,0,0,0,2249115,1793284,756189,28955,-631044,193463198
"404","1997","RI",986966,28717,0,89050,7508404,0,0,0,0,0,7509,104590,0,0,0,7709553
"405","1997","SC",3790066,96465,31574374,364005,290711,1506659,44915514,0,0,0,2958153,67500,1141,5045,-855044,80828058
"406","1997","SD",730855,19765,3314068,6536,116637,0,0,0,0,0,9012260,0,0,0,0,12449501
"407","1997","TN",5378433,152687,60517697,197610,356587,534376,24647994,0,0,0,11037998,60910,17555,115440,-672094,96814073
"408","1997","TX",19355427,606982,138491102,1523836,151504768,1371757,37357647,212,81054,0,1790750,88899,3705248,404237,0,336319510
"409","1997","US-TOTAL",267783607,8284432,1845015736,92554873,479398670,36948441,628644171,511168,3288035,14726102,356453295,21709073,13350634,3611990,-4039905,3492172283
"410","1997","UT",2065397,55212,32544003,46947,327566,0,0,0,0,168518,1344161,0,281017,0,0,34712212
"411","1997","VA",6732878,210361,34159931,2770044,1880049,1409307,27084059,0,0,0,1020276,1055393,66,0,-863791,68515334
"412","1997","VT",588665,15521,0,11206,93,334931,4266866,0,0,0,1067442,0,0,0,0,5680538
"413","1997","WA",5604105,179639,6990519,228589,2961661,1017734,6244135,0,0,0,104170551,222483,290495,0,0,122126167
"414","1997","WI",5200235,151035,41976485,410749,1424354,868574,3915871,0,0,0,2483293,334682,0,0,0,51414008
"415","1997","WV",1815588,38570,89845529,189598,216746,0,0,0,0,0,1138769,0,138004,231,0,91528877
"416","1997","WY",480031,16084,39499793,63481,385562,0,0,0,0,0,1380713,0,7124,72889,0,41409562
"417","1998","AK",615205,24067,524613,836467,3352895,1538,0,0,0,0,1113332,0,0,0,0,5828845
"418","1998","AL",4351037,109776,71940036,453674,3751698,4212160,28662513,0,0,0,10564857,7958,268002,1227,0,119862125
"419","1998","AR",2538202,62695,23180204,165349,4507079,1590702,13097252,0,0,0,3116743,7787,185,0,0,45665301
"420","1998","AZ",4667277,143542,36563427,63216,3928204,0,30301045,0,0,0,10970189,0,0,0,268991,82095072
"421","1998","CA",32682794,1158822,2159070,2213072,75131992,3148981,34594206,502339,2757869,12839684,49548200,2399711,3076556,20225,1208801,189600706
"422","1998","CO",3968967,149057,33357849,49190,3936314,0,0,0,0,0,1461961,30719,0,0,45530,38881563
"423","1998","CT",3272563,147616,3016247,8665082,2257468,0,3243003,0,0,0,448285,2061079,239,0,89,19691492
"424","1998","DC",521426,53891,0,243975,0,0,0,0,0,0,0,0,0,0,0,243975
"425","1998","DE",744066,35955,3906177,1523634,1276972,0,0,0,0,0,0,0,187641,4161,0,6898585
"426","1998","FL",14908230,431374,70279444,41521651,38923191,2073964,31115419,0,0,0,198505,3393368,80305,2043149,0,189628996
"427","1998","GA",7636522,264225,70878052,1571191,3293140,3078070,31380401,0,0,0,5234521,54348,0,6681,-172698,115323706
"428","1998","HI",1190472,37627,1434868,7851068,0,0,0,0,19281,237083,121273,504066,60443,0,0,10228082
"429","1998","IA",2861025,85833,32999971,116543,560892,989,3767513,0,89,0,912915,89877,0,0,0,38448789
"430","1998","ID",1230923,31152,48120,625,337152,503662,0,0,0,0,12935550,50,0,83514,0,13908673
"431","1998","IL",12069774,443392,75355161,862421,5524342,1229,55595668,0,0,0,137713,625894,342824,19310,0,138464562
"432","1998","IN",5907617,187005,111818095,1077101,2077154,0,0,0,0,0,478668,124111,1896396,0,0,117471525
"433","1998","KS",2638667,79114,28023687,122601,3016797,0,10410718,0,0,0,11425,0,0,0,0,41585228
"434","1998","KY",3934310,109859,86838802,464948,497608,15652,0,0,0,0,3116018,0,0,0,0,90933028
"435","1998","LA",4362758,121548,20781530,2293520,44975196,2718474,16427501,0,0,0,1062824,153407,918066,318093,0,89648611
"436","1998","MA",6144407,249401,11199758,14534366,11621828,118028,5698414,0,0,0,1029741,1937066,0,0,-455585,45683616
"437","1998","MD",5130072,171402,29294727,3454350,1990596,155647,13330598,0,0,0,1739737,605046,82316,0,0,50653017
"438","1998","ME",1247554,32177,588362,3145163,3369,2746817,0,0,0,0,3715966,798697,4943,0,0,11003317
"439","1998","MI",9820231,315171,70472657,1171661,13085180,1759962,12494153,0,0,0,1397118,1002090,5294,19628,-930349,100477394
"440","1998","MN",4726411,167915,31806877,667271,1596032,432014,11644106,0,146852,0,954643,770110,0,0,0,48017905
"441","1998","MO",5437562,169799,62726176,321821,1264810,0,8516773,0,0,0,2346585,88884,0,0,-77703,75187346
"442","1998","MS",2751335,61220,11779543,5425222,6576972,1436106,9190528,0,0,0,0,685,0,0,0,34409056
"443","1998","MT",879533,20208,16784786,426731,55776,44149,0,0,0,0,11117940,0,31136,0,0,28460518
"444","1998","NC",7545828,244146,72949463,691314,1284357,1533822,38778211,0,0,0,5738207,88422,0,249356,65672,121378824
"445","1998","ND",637808,16858,28256860,64524,729,0,0,0,0,0,2295948,1524,52366,0,0,30671951
"446","1998","NE",1660772,52548,18380471,42607,414483,0,8258803,0,0,0,1682834,17593,0,0,0,28796791
"447","1998","NH",1185823,40169,3513065,1453854,23309,881049,8387023,0,0,0,1596748,233805,0,0,0,16088853
"448","1998","NJ",8095542,320905,7645226,729873,16480826,0,27132139,0,0,0,20670,1310817,659128,25187,-146233,53857633
"449","1998","NM",1733535,50519,27537426,27476,4513549,0,0,0,0,0,236412,9206,0,0,0,32324069
"450","1998","NV",1743772,63934,17161341,51532,8690829,0,0,0,0,1537094,3166325,0,0,6399,0,30613520
"451","1998","NY",18159175,739583,25264780,14900782,42471599,485423,31313708,0,0,0,29315778,2180546,88313,0,-1157681,144863248
"452","1998","OH",11237752,360273,129223181,370838,677578,600298,16475732,0,0,0,406427,241,185762,0,0,147940057
"453","1998","OK",3339478,81533,34224030,13892,18301418,218091,0,0,0,0,3508748,1980,49819,0,-88735,56229243
"454","1998","OR",3282055,105525,3374622,33632,7250065,475849,0,0,19523,0,39902167,92626,0,0,0,51148484
"455","1998","PA",12002329,372396,116387155,4506729,3890017,771592,61149224,0,0,0,2381352,1893649,630761,40772,-459733,191191518
"456","1998","RI",987704,30529,0,78306,7476374,0,0,0,0,0,8676,111155,0,0,0,7674511
"457","1998","SC",3839578,104676,32969699,451663,877465,1541870,48759447,0,0,0,3569417,62332,92,4446,-989870,87246561
"458","1998","SD",730789,20445,3094113,26551,210726,0,0,0,0,0,5757600,0,0,0,0,9088990
"459","1998","TN",5432679,167243,56832939,706174,857863,595252,28387543,0,0,0,10806028,52293,15845,96856,-622336,97728457
"460","1998","TX",19712389,653512,135426025,1580092,172143924,1254609,38685129,134,80036,0,1424821,94345,4077715,553334,0,355320164
"461","1998","US-TOTAL",270248003,9030651,1873515690,128800173,531257104,36338384,673702104,502473,3025696,14773918,323335661,22447935,13492230,3571410,-4467280,3620295498
"462","1998","UT",2100562,61503,33587674,34948,528257,0,0,0,0,160057,1314711,0,284783,0,0,35910430
"463","1998","VA",6789225,233908,34875765,2926054,4236745,1537189,27234399,0,0,0,1283295,1061374,58,0,-955440,72199439
"464","1998","VT",590579,16119,0,42295,827,351430,3357696,0,0,0,1194049,0,0,0,0,4946297
"465","1998","WA",5687832,211448,9312205,87043,4346349,1120311,6916065,0,0,0,79814652,211461,348881,1541,0,102158508
"466","1998","WI",5222124,164337,41023993,491495,2484275,933452,9397174,0,0,0,1747424,369618,0,0,0,56447431
"467","1998","WV",1811688,39793,91213355,200945,184473,0,0,0,0,0,1086344,0,136854,215,0,92822186
"468","1998","WY",480045,14909,43504063,45631,368414,0,0,0,2045,0,1342322,0,7505,77316,0,45347296
"469","1999","AK",619500,24727,523369,874256,3588075,0,0,0,0,0,816608,0,0,0,0,5802308
"470","1999","AL",4369862,115704,73754727,316313,3348545,4282619,30892394,0,0,0,7759602,14330,288151,827,0,120657508
"471","1999","AR",2551373,67087,24668807,159965,4542596,1560532,12919550,0,0,0,2694334,5227,147,2781,0,46553939
"472","1999","AZ",4778332,156118,38305165,50355,5034445,0,30415572,0,0,0,9758817,4784,0,0,324035,83893173
"473","1999","CA",33145121,1258697,2296082,2137916,85098862,3469703,33371857,494996,3229953,13045715,40736667,2382646,2417613,23427,-386214,188319223
"474","1999","CO",4056133,162273,32877064,46235,4967383,0,0,0,0,0,1562485,31772,0,0,36349,39521288
"475","1999","CT",3282031,153781,1486067,8268315,3601593,0,12675262,0,0,0,421962,2105977,34831,0,2891,28596898
"476","1999","DC",519000,58088,0,230003,0,0,0,0,0,0,0,0,0,0,0,230003
"477","1999","DE",753538,39053,2834711,1604551,2242791,0,0,0,0,0,0,0,169685,0,0,6851738
"478","1999","FL",15111244,459431,67629927,37130630,43166956,2069361,31526285,0,0,0,140175,3535397,26619,2038076,0,187263426
"479","1999","GA",7788240,287670,75144659,1562467,3228769,3165459,31478122,0,0,0,2751174,47112,0,9069,-48086,117338745
"480","1999","HI",1185497,39177,1440245,7995322,0,0,0,0,16494,210857,114902,576595,49511,0,0,10403926
"481","1999","IA",2869413,88936,33154236,136453,507375,606,3640258,0,326354,0,945622,90577,0,0,0,38801481
"482","1999","ID",1251700,34390,51887,244,331610,472685,0,0,0,0,13499151,0,0,81071,0,14436648
"483","1999","IL",12128370,465795,75089527,400486,4996528,266,81743889,0,0,0,142094,695584,321263,20883,0,163410520
